review_text,rating,review_date,bank,source,app_package,clean_text,sentiment_label,sentiment_score,theme,category
"This app is a joke. It crashes more than it works, takes forever to load, and half the features are just decorative at this point. Can’t log in, can’t transfer money, can’t even check my balance without it bugging out. To the developer: Are you actually trying to make this work, or is this some kind of social experiment to test our patience? Did you build this in your sleep? Because it definitely looks like it. If this is your idea of a functional app, maybe consider a different career path🙏",1,2025-05-21,BOA,Google Play,com.boa.boaMobileBanking,this app is a joke it crashes more than it works takes forever to load and half the features are just decorative at this point can t log in can t transfer money can t even check my balance without it bugging out to the developer are you actually trying to make this work or is this some kind of social experiment to test our patience did you build this in your sleep because it definitely looks like it if this is your idea of a functional app maybe consider a different career path,NEGATIVE,0.9993641972541808,Crashes/Bugs,Other
BoA,2,2025-05-20,BOA,Google Play,com.boa.boaMobileBanking,boa,NEGATIVE,0.74105304479599,Other,Other
but not opening on android,4,2025-05-19,BOA,Google Play,com.boa.boaMobileBanking,but not opening on android,NEGATIVE,0.9952228665351868,Other,Other
Worst App ever. Totally unreliable. And it didn't work at all for the last 4 months.,1,2025-05-18,BOA,Google Play,com.boa.boaMobileBanking,worst app ever totally unreliable and it didn t work at all for the last 4 months,NEGATIVE,0.9997885823249816,Other,Other
amazing,5,2025-05-18,BOA,Google Play,com.boa.boaMobileBanking,amazing,POSITIVE,0.999875545501709,Other,Other
"this app does no work on Samsung a51, it just gives a preview of the logo",1,2025-05-11,BOA,Google Play,com.boa.boaMobileBanking,this app does no work on samsung a51 it just gives a preview of the logo,NEGATIVE,0.9986897110939026,Other,Other
"i entered incorrect security question by mistake boa app lock pin forever, why is there no other options? ?? i contacted different branchs more then 4times but they didn't able to solve this issue .",5,2025-05-10,BOA,Google Play,com.boa.boaMobileBanking,i entered incorrect security question by mistake boa app lock pin forever why is there no other options i contacted different branchs more then 4times but they didn t able to solve this issue,NEGATIVE,0.999492049217224,Other,Other
liking this application good 👍,5,2025-05-07,BOA,Google Play,com.boa.boaMobileBanking,liking this application good,POSITIVE,0.9998306035995485,Other,Other
"This app future is good, but there is problems with apps to reset and activate it, which is difficult even to the branch staffs, and it takes too long times to active at the branch plus most of the time high expected failure of activation after process at the counter and OTP sent not work",1,2025-05-06,BOA,Google Play,com.boa.boaMobileBanking,this app future is good but there is problems with apps to reset and activate it which is difficult even to the branch staffs and it takes too long times to active at the branch plus most of the time high expected failure of activation after process at the counter and otp sent not work,NEGATIVE,0.9989217519760132,Login/Access,Other
it's really good 👍,5,2025-04-23,BOA,Google Play,com.boa.boaMobileBanking,it s really good,POSITIVE,0.9998506307601928,Other,Other
Bad app . it stuck when you open and noting WORKS.,1,2025-04-23,BOA,Google Play,com.boa.boaMobileBanking,bad app it stuck when you open and noting works,NEGATIVE,0.9992716908454896,Other,Other
"the app isn't working after it asked me the password it starts loading, but it doesn't open",3,2025-04-20,BOA,Google Play,com.boa.boaMobileBanking,the app isn t working after it asked me the password it starts loading but it doesn t open,NEGATIVE,0.9996836185455322,Performance,Other
Best,2,2025-04-19,BOA,Google Play,com.boa.boaMobileBanking,best,POSITIVE,0.9997941851615906,Other,Other
It keeps showing this pop up to turn off developer options even tho it's off! I had to turn on and then off to make it work! This is a horrible experience and needs a fix asap! Plus kinda slow.,1,2025-04-19,BOA,Google Play,com.boa.boaMobileBanking,it keeps showing this pop up to turn off developer options even tho it s off i had to turn on and then off to make it work this is a horrible experience and needs a fix asap plus kinda slow,NEGATIVE,0.9996570348739624,Performance,Other
yideg,1,2025-04-17,BOA,Google Play,com.boa.boaMobileBanking,yideg,NEGATIVE,0.767581045627594,Other,Other
great boa,5,2025-04-10,BOA,Google Play,com.boa.boaMobileBanking,great boa,POSITIVE,0.9992689490318298,Other,Other
boa of mobile backing,5,2025-04-09,BOA,Google Play,com.boa.boaMobileBanking,boa of mobile backing,NEGATIVE,0.980626106262207,Other,Other
faster bank of Abissinya,5,2025-04-08,BOA,Google Play,com.boa.boaMobileBanking,faster bank of abissinya,POSITIVE,0.9722142815589904,Other,Other
i would have given it a lower if it was possible because it crush so much and it take the bank so long to fix the bug,1,2025-04-08,BOA,Google Play,com.boa.boaMobileBanking,i would have given it a lower if it was possible because it crush so much and it take the bank so long to fix the bug,NEGATIVE,0.9996716976165771,Crashes/Bugs,Other
it just doesn't work...so frustrating,1,2025-04-07,BOA,Google Play,com.boa.boaMobileBanking,it just doesn t work so frustrating,NEGATIVE,0.5545014142990112,Other,Other
like,5,2025-04-06,BOA,Google Play,com.boa.boaMobileBanking,like,POSITIVE,0.9910564422607422,Other,Other
it's not work correctly... you must have update it,1,2025-04-06,BOA,Google Play,com.boa.boaMobileBanking,it s not work correctly you must have update it,NEGATIVE,0.9997932314872742,Other,Other
"the app gets a considerable improvements like language , QR scanner and unlimited transfers survice. but BOA Please do alot on its fastness and convenient when we login and making a transactions.",5,2025-04-04,BOA,Google Play,com.boa.boaMobileBanking,the app gets a considerable improvements like language qr scanner and unlimited transfers survice but boa please do alot on its fastness and convenient when we login and making a transactions,POSITIVE,0.9493100047111512,Login/Access,Other
after i typed in my password it says successfully logged out ...and goes back to the first page,2,2025-04-04,BOA,Google Play,com.boa.boaMobileBanking,after i typed in my password it says successfully logged out and goes back to the first page,NEGATIVE,0.9583274126052856,Login/Access,Other
good but they don't update enough don't add new things,3,2025-04-04,BOA,Google Play,com.boa.boaMobileBanking,good but they don t update enough don t add new things,NEGATIVE,0.9732402563095092,Other,Other
it doesn't work period z slowest mobile banking ever i would rather use *815#,1,2025-03-31,BOA,Google Play,com.boa.boaMobileBanking,it doesn t work period z slowest mobile banking ever i would rather use 815,NEGATIVE,0.9973604083061218,Performance,Other
"after activated the application it not allowed to sign , automatically it is turn off In my phone, why ?",1,2025-03-31,BOA,Google Play,com.boa.boaMobileBanking,after activated the application it not allowed to sign automatically it is turn off in my phone why,NEGATIVE,0.9977079629898072,Other,Other
good application,5,2025-03-30,BOA,Google Play,com.boa.boaMobileBanking,good application,POSITIVE,0.999854564666748,Other,Other
this version is not working for me I cannot even buy card. I cannot send money,1,2025-03-30,BOA,Google Play,com.boa.boaMobileBanking,this version is not working for me i cannot even buy card i cannot send money,NEGATIVE,0.999653458595276,Other,Other
"It can't actively on initialization, it says incorrect OTP getting the exact OTP",1,2025-03-29,BOA,Google Play,com.boa.boaMobileBanking,it can t actively on initialization it says incorrect otp getting the exact otp,NEGATIVE,0.9993798732757568,Login/Access,Other
always problematic hardly works,1,2025-03-26,BOA,Google Play,com.boa.boaMobileBanking,always problematic hardly works,NEGATIVE,0.99955552816391,Other,Other
considering the fact the bank is huge this app really bad you could do better,1,2025-03-25,BOA,Google Play,com.boa.boaMobileBanking,considering the fact the bank is huge this app really bad you could do better,NEGATIVE,0.9997418522834778,Other,Other
"worst app and Bank ever u be ashamed, scammer",1,2025-03-24,BOA,Google Play,com.boa.boaMobileBanking,worst app and bank ever u be ashamed scammer,NEGATIVE,0.9997954964637756,Other,Other
great BoA,5,2025-03-22,BOA,Google Play,com.boa.boaMobileBanking,great boa,POSITIVE,0.9992689490318298,Other,Other
best,5,2025-03-21,BOA,Google Play,com.boa.boaMobileBanking,best,POSITIVE,0.9997941851615906,Other,Other
i have went to the bank so many times because i couldn't make any transaction i can only see my balance nothing else so what is the point of having mobile banking if i can't make any transaction with it please work in that,1,2025-03-21,BOA,Google Play,com.boa.boaMobileBanking,i have went to the bank so many times because i couldn t make any transaction i can only see my balance nothing else so what is the point of having mobile banking if i can t make any transaction with it please work in that,NEGATIVE,0.9989842772483826,Other,Other
there is no speed,1,2025-03-19,BOA,Google Play,com.boa.boaMobileBanking,there is no speed,NEGATIVE,0.9994422793388368,Other,Other
"For anyone who wants to download it, just don't!!!",1,2025-03-19,BOA,Google Play,com.boa.boaMobileBanking,for anyone who wants to download it just don t,NEGATIVE,0.998290479183197,Other,Other
wonderful,5,2025-03-19,BOA,Google Play,com.boa.boaMobileBanking,wonderful,POSITIVE,0.9998772144317628,Other,Other
all worck,5,2025-03-19,BOA,Google Play,com.boa.boaMobileBanking,all worck,NEGATIVE,0.9971314668655396,Other,Other
Loved it,5,2025-03-14,BOA,Google Play,com.boa.boaMobileBanking,loved it,POSITIVE,0.9998797178268432,Other,Other
Wow,1,2025-03-14,BOA,Google Play,com.boa.boaMobileBanking,wow,POSITIVE,0.999592125415802,Other,Other
"Edit: New bug, app not letting me type in my otp codes. Shameful Why does this app not allow me to use it while having developer options on? Did y'all consider that I might, perhaps, be an actual developer? Why am I expected to toggle the option on and off just to bank (restarting my phone when I do)? Why is the message labled as somthing that will ""smoothen"" the experience? This is like the most ""security consultant"" thing to implement in an app. Please invest in actual security, not this mess.",1,2025-03-12,BOA,Google Play,com.boa.boaMobileBanking,edit new bug app not letting me type in my otp codes shameful why does this app not allow me to use it while having developer options on did y all consider that i might perhaps be an actual developer why am i expected to toggle the option on and off just to bank restarting my phone when i do why is the message labled as somthing that will smoothen the experience this is like the most security consultant thing to implement in an app please invest in actual security not this mess,NEGATIVE,0.9974464178085328,Login/Access,Other
Improved to be the best,5,2025-03-11,BOA,Google Play,com.boa.boaMobileBanking,improved to be the best,POSITIVE,0.9998570680618286,Other,Other
"Decent, but there problems sometimes it says error When i transfer money but infact it transferred because of this bug i transferred 2 times instead of 1 and also we can't transfer money to others telebirr acc we only can to our self BOE Dev fix this !!!",3,2025-03-11,BOA,Google Play,com.boa.boaMobileBanking,decent but there problems sometimes it says error when i transfer money but infact it transferred because of this bug i transferred 2 times instead of 1 and also we can t transfer money to others telebirr acc we only can to our self boe dev fix this,NEGATIVE,0.9976255297660828,Crashes/Bugs,Other
BoA Greqt Ethiopian bank.,5,2025-03-11,BOA,Google Play,com.boa.boaMobileBanking,boa greqt ethiopian bank,NEGATIVE,0.6850442290306091,Other,Other
"The bug is still there,the app crashes every time i try to log in, especially in old phones like my Galaxy A32",1,2025-03-10,BOA,Google Play,com.boa.boaMobileBanking,the bug is still there the app crashes every time i try to log in especially in old phones like my galaxy a32,NEGATIVE,0.999137282371521,Crashes/Bugs,Other
Almost better compared to cbe where it is not qualified for,4,2025-03-09,BOA,Google Play,com.boa.boaMobileBanking,almost better compared to cbe where it is not qualified for,NEGATIVE,0.974167823791504,Other,Other
what awesome apps. it is very simple to use and more much important apps.,5,2025-03-09,BOA,Google Play,com.boa.boaMobileBanking,what awesome apps it is very simple to use and more much important apps,POSITIVE,0.9998180270195008,Other,Other
Wonderfull app,5,2025-03-08,BOA,Google Play,com.boa.boaMobileBanking,wonderfull app,POSITIVE,0.9998815059661864,Other,Other
i can't use this app why?,5,2025-03-07,BOA,Google Play,com.boa.boaMobileBanking,i can t use this app why,NEGATIVE,0.9987196922302246,Other,Other
Worst mobile banking app I ever experienced I was blaming other apps but comparing with this they're too much better!!!! It clashes it takes much longer time to login while loading in short it's a complete of trash,1,2025-03-06,BOA,Google Play,com.boa.boaMobileBanking,worst mobile banking app i ever experienced i was blaming other apps but comparing with this they re too much better it clashes it takes much longer time to login while loading in short it s a complete of trash,NEGATIVE,0.999663472175598,Performance,Other
bro the worst app made by human kind!! as a software engineer it make me so sad seeing enterprise as big as BOA make apps like this. it is a disgrace for our country!!,1,2025-03-05,BOA,Google Play,com.boa.boaMobileBanking,bro the worst app made by human kind as a software engineer it make me so sad seeing enterprise as big as boa make apps like this it is a disgrace for our country,NEGATIVE,0.9998173117637634,Other,Other
